id,sex,teeth,months
756u,male,82 72,9.4
76hs,male,82 72,11.5
787r,male,82 72,17.1
794q,male,82 72,11.1
7a1g,male,82 72,9.8
7d63,male,82 72,10.4
7e60,male,82 72,6.8
7fmv,male,82 72,8.2
7gjp,male,82 72,15.6
7hf8,male,82 72,8.8
7mb4,male,82 72,10.4
7ols,male,82 72,9.7
7qrd,male,82 72,17.7
7rmi,male,82 72,10.6
7skl,male,82 72,13
7ubc,male,82 72,12.7
7uwg,male,82 72,15.7
7vtc,male,82 72,10.5
7wo7,male,82 72,10.2
7x9g,male,82 72,10.6
7y7t,male,82 72,8.3
7yxs,male,82 72,11.1
80gp,male,82 72,9.8
814b,male,82 72,11.4
831a,male,82 72,11.4
84ar,male,82 72,16.9
84p6,male,82 72,11.5
8583,male,82 72,10.2
866l,male,82 72,5.4
88su,male,82 72,8.7
8b99,male,82 72,14.8
8blw,male,82 72,4.7
8cqw,male,82 72,12.3
8ddx,male,82 72,9.1
8fzv,male,82 72,9.8
8gh1,male,82 72,16.2
8ihx,male,82 72,11.9
8kdh,male,82 72,9.2
8luc,male,82 72,7.2
8mah,male,82 72,9.1
8of5,male,82 72,9.8
8pcu,male,82 72,12.1
8qg4,male,82 72,18.5
8s25,male,82 72,19.5
8spb,male,82 72,7.3
8tmn,male,82 72,18.2
8u77,male,82 72,15
8w2k,male,82 72,14
8wfs,male,82 72,12.1
8xe5,male,82 72,16.7
8zhe,male,82 72,15.8
904k,male,82 72,14.1
933g,male,82 72,9.9
94g5,male,82 72,11.9
9bgu,male,82 72,10.2
9cc4,male,82 72,7.7
9cif,male,82 72,10.7
9e8w,male,82 72,13
9f6b,male,82 72,12.2
9fpc,male,82 72,10.1
9h6r,male,82 72,6.9
9i2z,male,82 72,18.3
9iy3,male,82 72,13.1
9ju8,male,82 72,7.5
9kuf,male,82 72,15
9l2q,male,82 72,10
9lsl,male,82 72,12.2
9n4c,male,82 72,15.5
9pia,male,82 72,9
9qlh,male,82 72,7.2
9s01,male,82 72,13.4
9spy,male,82 72,11.6
9u4n,male,82 72,6.4
9uae,male,82 72,6.4
9vsz,male,82 72,15
9x6b,male,82 72,7.7
9yu2,male,82 72,16.6
a0b9,male,82 72,12.2
a576,male,82 72,11.2
a5wl,male,82 72,9.3
a7qo,male,82 72,9
a98h,male,82 72,12.5
aamp,male,82 72,17
abb1,male,82 72,8.9
ac6a,male,82 72,17.8
afl3,male,82 72,15.3
agfd,male,82 72,12.4
agz8,male,82 72,13.5
aiq9,male,82 72,7.9
aix6,male,82 72,12
ak8n,male,82 72,9.9
akoe,male,82 72,18
albi,male,82 72,11.3
aly2,male,82 72,13.3
ao8d,male,82 72,14.3
aoxi,male,82 72,9
ar2u,male,82 72,11.1
attf,male,82 72,9.1
avgh,male,82 72,15.8
aw6u,male,82 72,10.5
axd0,male,82 72,8.6
aytp,male,82 72,14.1
az47,male,82 72,9.5
b0vv,male,82 72,12.8
b1xe,male,82 72,7.3
b4t9,male,82 72,12.4
b66p,male,82 72,13.1
b7hb,male,82 72,16.4
bb3m,male,82 72,11.8
bbj2,male,82 72,14.9
bcup,male,82 72,13
bgc0,male,82 72,4
bh19,male,82 72,11.8
bhvf,male,82 72,15.8
biuj,male,82 72,14.8
bk12,male,82 72,10.7
bl7p,male,82 72,9.7
bmzu,male,82 72,16
boz7,male,82 72,17.4
bqbg,male,82 72,9.8
brko,male,82 72,9.2
btwb,male,82 72,16.3
buxf,male,82 72,7.2
by8i,male,82 72,17.9
byxr,male,82 72,12
bzqy,male,82 72,9.8
c0h5,male,82 72,14.5
c1hj,male,82 72,13.9
c27j,male,82 72,7.1
c7ib,male,82 72,11.3
c8rb,male,82 72,16.5
cbj5,male,82 72,11.3
cbxy,male,82 72,15.4
cckf,male,82 72,10.2
cee8,male,82 72,9.6
cetr,male,82 72,6.6
cho1,male,82 72,16.2
ckiz,male,82 72,10.8
cl2w,male,82 72,13.7
cme9,male,82 72,17
co3c,male,82 72,15.9
crbs,male,82 72,13.7
cskg,male,82 72,15.9
cv9o,male,82 72,7.6
cwwz,male,82 72,6
d011,male,82 72,17.9
d1ry,male,82 72,17.8
d2eq,male,82 72,18.2
d36v,male,82 72,18.5
d4mt,male,82 72,14.9
d6cn,male,82 72,16.5
d9ec,male,82 72,10.7
db3x,male,82 72,6.3
dbu4,male,82 72,18.2
dc5a,male,82 72,13.3
ddw9,male,82 72,16.2
dexo,male,82 72,7.5
dgap,male,82 72,11.6
dhcy,male,82 72,3
djem,male,82 72,9.6
dlgu,male,82 72,19.2
dnb0,male,82 72,8
dnum,male,82 72,10
dop3,male,82 72,6.4
dqji,male,82 72,16.8
dr54,male,82 72,16.7
dsqa,male,82 72,10.5
dv3s,male,82 72,13.6
dvld,male,82 72,6.1
dw0w,male,82 72,16.4
dxnt,male,82 72,8.3
dz34,male,82 72,10.5
e2n8,male,82 72,16.7
e36l,male,82 72,9.1
e6yo,male,82 72,13.5
e7l2,male,82 72,14.2
eafv,male,82 72,9.2
eatw,male,82 72,12.8
ec0l,male,82 72,12.3
ed7u,male,82 72,12.1
ee5v,male,82 72,11.7
efwi,male,82 72,12.4
ehu2,male,82 72,11.2
eljq,male,82 72,11.7
emku,male,82 72,9.9
eo60,male,82 72,4.2
eppp,male,82 72,16.1
ervz,male,82 72,17.6
etfh,male,82 72,13.7
ewnt,male,82 72,8.7
exag,male,82 72,15.9
eydc,male,82 72,16.7
ezds,male,82 72,14.1
f15w,male,82 72,13.4
f28l,male,82 72,8.9
f2q8,male,82 72,15.3
f6cl,male,82 72,12.8
f92s,male,82 72,10.1
f9z3,male,82 72,13
fbbj,male,82 72,10
fcj2,male,82 72,8.1
fdeb,male,82 72,13
fec7,male,82 72,13.5
fezb,male,82 72,12.4
fh1w,male,82 72,12.3
fjb1,male,82 72,14.4
fjg6,male,82 72,12.8
fktj,male,82 72,10.7
fq0v,male,82 72,10.3
fr6d,male,82 72,14.8
fs7m,male,82 72,8.7
ftp0,male,82 72,12.5
fuxy,male,82 72,16.2
fwxt,male,82 72,18.9
fxgn,male,82 72,15.5
fz3x,male,82 72,13.7
g21d,male,82 72,9.9
g400,male,82 72,9.5
g6o5,male,82 72,12.1
g7sq,male,82 72,5.7
g9sv,male,82 72,11.4
gd44,male,82 72,11.9
gf1a,male,82 72,10.7
gf7h,male,82 72,15
ggi1,male,82 72,16
gh9n,male,82 72,8.4
gi0s,male,82 72,10.3
gjdd,male,82 72,8.3
gkz7,male,82 72,15.9
gl9v,male,82 72,12.8
gm6t,male,82 72,13.2
gno9,male,82 72,3.7
gona,male,82 72,8.4
gpki,male,82 72,11.6
gpw4,male,82 72,17.8
grtd,male,82 72,6.2
gu1t,male,82 72,10.2
gwrt,male,82 72,10.9
gzo7,male,82 72,11.6
h195,male,82 72,10.5
h1gj,male,82 72,12.9
h37f,male,82 72,13.8
h497,male,82 72,13.5
h83f,male,82 72,7.7
h8wq,male,82 72,14.5
h9g0,male,82 72,11.6
hbgz,male,82 72,14.8
hd46,male,82 72,16.6
herw,male,82 72,18.9
hhj3,male,82 72,8.7
hiiv,male,82 72,4.4
hm27,male,82 72,11.7
hm9t,male,82 72,13.1
hnq6,male,82 72,8.8
ho1h,male,82 72,18.5
hpvw,male,82 72,10.6
hr3h,male,82 72,12.5
hrt8,male,82 72,14.7
hshy,male,82 72,8.5
htb7,male,82 72,12.4
huje,male,82 72,16.5
hvhw,male,82 72,13.5
hwtb,male,82 72,13.7
hx8x,male,82 72,9.7
hyi5,male,82 72,12.9
hyn6,male,82 72,14.6
i01l,male,82 72,14
i0ic,male,82 72,15.2
i28t,male,82 72,5
i3cj,male,82 72,12.1
i4ql,male,82 72,17.2
i6oe,male,82 72,9.3
i7dw,male,82 72,15.3
i7za,male,82 72,13.7
i90i,male,82 72,17.9
i9tt,male,82 72,7.9
iars,male,82 72,11.3
ibfk,male,82 72,12.1
ic18,male,82 72,6.5
icnp,male,82 72,13.7
idcj,male,82 72,12.5
ie5v,male,82 72,13
ifn0,male,82 72,12.8
igo0,male,82 72,14.8
ihyn,male,82 72,5.9
iiso,male,82 72,13.6
ilje,male,82 72,12.2
imgp,male,82 72,13.1
imv0,male,82 72,14.7
inph,male,82 72,13.1
io84,male,82 72,8.3
ip4o,male,82 72,16
ipz6,male,82 72,7.8
ir55,male,82 72,17.9
iruv,male,82 72,10.4
isgj,male,82 72,6.8
iufg,male,82 72,14.6
iwc3,male,82 72,11.7
iz9m,male,82 72,8
j3ce,male,82 72,10.9
j3m5,male,82 72,16.2
j64k,male,82 72,9.3
j72t,male,82 72,15
j7qa,male,82 72,8.9
j88x,male,82 72,6.6
jagm,male,82 72,19.5
jd34,male,82 72,9
jdje,male,82 72,13.3
jfzb,male,82 72,15.9
ji4y,male,82 72,15.3
jj1h,male,82 72,14.2
jkv4,male,82 72,7.3
jmoe,male,82 72,9.3
jp47,male,82 72,13.4
jr5y,male,82 72,15.5
jrs3,male,82 72,18.1
jvcr,male,82 72,6.7
1b9,female,54 64,15.8
24t,female,54 64,16.6
2ny,female,54 64,14.5
40u,female,54 64,13.1
518,female,54 64,16.3
654,female,54 64,15.2
6mq,female,54 64,15.7
8w7,female,54 64,12.6
aab,female,54 64,10.8
aw2,female,54 64,14.9
cyw,female,54 64,11.9
dts,female,54 64,14.8
e4y,female,54 64,15.2
jpn,female,54 64,15
ozn,female,54 64,17.3
pz8,female,54 64,14.8
qbw,female,54 64,13
tmd,female,54 64,13
uq6,female,54 64,11.1
wb9,female,54 64,13.7
x4n,female,54 64,13.3
yhh,female,54 64,13.9
zk0,female,54 64,13.7
13q7,female,54 64,12.8
15wt,female,54 64,18.9
176w,female,54 64,13.1
18q0,female,54 64,15.1
1a71,female,54 64,18.4
1azp,female,54 64,14.9
1dj5,female,54 64,13.4
1eq6,female,54 64,13.8
1fr7,female,54 64,16.8
1hyg,female,54 64,13
1k35,female,54 64,16.5
1kmt,female,54 64,12.9
1mxd,female,54 64,15.6
1qh4,female,54 64,16.1
1sa8,female,54 64,14.3
1tmp,female,54 64,15.6
1uew,female,54 64,15.4
1xo2,female,54 64,16.5
1zkz,female,54 64,15.3
20ai,female,54 64,15.9
215y,female,54 64,12.2
21ua,female,54 64,15.5
2359,female,54 64,13.6
24gz,female,54 64,16.5
25bq,female,54 64,15.5
25yt,female,54 64,16.1
29lp,female,54 64,10.2
2ak3,female,54 64,17.1
2av5,female,54 64,13.5
2euy,female,54 64,15.4
2fqv,female,54 64,11.2
2hbe,female,54 64,16.5
2hlq,female,54 64,14.8
2iiy,female,54 64,19.2
2j9b,female,54 64,15.7
2kgi,female,54 64,16.1
2lnr,female,54 64,13.2
2mgp,female,54 64,16.2
2obz,female,54 64,12.8
2p4t,female,54 64,18.4
2pgj,female,54 64,13.3
2usy,female,54 64,11.4
2vsx,female,54 64,16.3
2ygz,female,54 64,12.2
30dd,female,54 64,16.5
33fz,female,54 64,13.3
344e,female,54 64,16.1
3595,female,54 64,9.8
35r1,female,54 64,14.2
36ph,female,54 64,15.1
39sb,female,54 64,14.4
3ahs,female,54 64,15.4
3b37,female,54 64,16.3
3bs4,female,54 64,16.3
3dli,female,54 64,18.4
3dzv,female,54 64,16.9
3h80,female,54 64,17.9
3ilh,female,54 64,11.9
3kbe,female,54 64,16.2
3l52,female,54 64,15.7
3n44,female,54 64,16.4
3oof,female,54 64,17.5
3oso,female,54 64,12.7
3r8d,female,54 64,15.7
3s9u,female,54 64,17.3
3sqt,female,54 64,16.6
3uxt,female,54 64,13
3wcc,female,54 64,10.6
3wjz,female,54 64,14.5
3yja,female,54 64,14.3
41ox,female,54 64,13.7
46sp,female,54 64,15.9
47d5,female,54 64,16.5
489q,female,54 64,16.1
4am6,female,54 64,14.5
4bbu,female,54 64,13.1
4d9w,female,54 64,11.8
4e6a,female,54 64,16.2
4ej0,female,54 64,16.9
4geb,female,54 64,13.6
4nrj,female,54 64,10.7
4os0,female,54 64,14.4
4phu,female,54 64,17.3
4px5,female,54 64,18.9
4qny,female,54 64,12.6
4tt9,female,54 64,14.6
4vmn,female,54 64,15.5
4w30,female,54 64,13.5
4ya6,female,54 64,15.2
4zhw,female,54 64,11.5
50za,female,54 64,18.4
54dh,female,54 64,15.8
56jz,female,54 64,9.2
57d7,female,54 64,14.3
5eyf,female,54 64,12.3
5fb0,female,54 64,12.4
5g28,female,54 64,14.1
5hb3,female,54 64,14.5
5hm6,female,54 64,14
5igz,female,54 64,13.2
5m81,female,54 64,15.4
5nnt,female,54 64,13.9
5o0j,female,54 64,17.8
5p4o,female,54 64,15.7
5pmt,female,54 64,18.3
5tj0,female,54 64,15.6
5u4z,female,54 64,16
5v6s,female,54 64,13.3
5y30,female,54 64,14.5
5zb0,female,54 64,16.5
6089,female,54 64,15.1
62vg,female,54 64,15.4
64jc,female,54 64,16.1
685o,female,54 64,19.1
68nq,female,54 64,13.5
6b7s,female,54 64,16.5
6bpt,female,54 64,13.4
6egr,female,54 64,15.6
6frn,female,54 64,14.2
6gn5,female,54 64,14.9
6hw5,female,54 64,15.9
6ixs,female,54 64,16.1
6jy8,female,54 64,13.8
6kep,female,54 64,13.9
6ljm,female,54 64,13.8
6nj6,female,54 64,16.1
6nz6,female,54 64,13.8
6ppx,female,54 64,13.3
6qfs,female,54 64,15.4
6rea,female,54 64,15.7
6rur,female,54 64,19.7
6usp,female,54 64,13.9
6vh2,female,54 64,10.6
6wi0,female,54 64,16.6
6xb0,female,54 64,15
719h,female,54 64,15.3
73p0,female,54 64,11.2
75xz,female,54 64,17.1
77el,female,54 64,12.9
7b2l,female,54 64,12.9
7bju,female,54 64,15.7
7ceq,female,54 64,13.7
7ek7,female,54 64,14.6
7gdl,female,54 64,13.9
7ibf,female,54 64,14.4
7j3t,female,54 64,12.9
7jni,female,54 64,16.8
7kgv,female,54 64,9.8
7l8e,female,54 64,16.8
7ndc,female,54 64,17.4
7nve,female,54 64,18.7
7pcw,female,54 64,14.1
7pya,female,54 64,16.3
7t5y,female,54 64,16.3
7zgm,female,54 64,14.6
8247,female,54 64,12.2
825g,female,54 64,14.1
86re,female,54 64,16.3
87nz,female,54 64,19.6
89pm,female,54 64,15.2
8a6c,female,54 64,18.1
8e8i,female,54 64,14.4
8f6e,female,54 64,15.4
8gyt,female,54 64,12.9
8i4c,female,54 64,17.6
8jl2,female,54 64,16.3
8kt7,female,54 64,14.3
8n4u,female,54 64,14.4
8opa,female,54 64,16.8
8qx1,female,54 64,16.8
8veg,female,54 64,15.4
8yfo,female,54 64,17.8
8yzt,female,54 64,13.2
91ee,female,54 64,12.4
92dn,female,54 64,16.1
93tj,female,54 64,16.3
950a,female,54 64,14
95jl,female,54 64,15.6
96i2,female,54 64,13.7
97i4,female,54 64,16.3
97ub,female,54 64,16.5
98li,female,54 64,14.8
9a2s,female,54 64,14.3
9ai0,female,54 64,16.8
9dqm,female,54 64,14.2
9gfj,female,54 64,15.4
9ngh,female,54 64,17.1
9obk,female,54 64,16.3
9q3t,female,54 64,13.2
9rsx,female,54 64,14.4
9vcc,female,54 64,16.6
9xyy,female,54 64,15.4
9yq0,female,54 64,10.7
a0zv,female,54 64,14.3
a1l5,female,54 64,16.9
a1wl,female,54 64,16.6
a35m,female,54 64,16.7
a41p,female,54 64,14.9
a4iu,female,54 64,14.3
a6pb,female,54 64,14.2
a8kf,female,54 64,15
aa55,female,54 64,15.4
adem,female,54 64,14.8
adle,female,54 64,11.9
aena,female,54 64,15.2
ahve,female,54 64,15.9
an6l,female,54 64,12.1
apph,female,54 64,13.1
aqga,female,54 64,14
as2g,female,54 64,11.9
asae,female,54 64,13.7
at5b,female,54 64,15.3
auw7,female,54 64,16.9
ay8r,female,54 64,12.5
b072,female,54 64,13.5
b27v,female,54 64,13.7
b36i,female,54 64,13.7
b49k,female,54 64,16.7
b5ro,female,54 64,15.9
b818,female,54 64,14.9
b8q1,female,54 64,11.7
b9ny,female,54 64,13.1
baby,female,54 64,12.5
bd9q,female,54 64,15.6
bdse,female,54 64,15.3
bf1y,female,54 64,15.2
bfmg,female,54 64,13.1
bjo9,female,54 64,13.7
bm1j,female,54 64,10.6
bmqw,female,54 64,16.8
bnwa,female,54 64,16
bpeh,female,54 64,13.1
brpk,female,54 64,13.9
bsms,female,54 64,14.7
bui4,female,54 64,17.1
bw1a,female,54 64,16.1
bwmb,female,54 64,13.8
bx87,female,54 64,13.5
c2z9,female,54 64,18.1
c3uk,female,54 64,14.6
c4kz,female,54 64,14.5
c4yx,female,54 64,16.3
c61e,female,54 64,13.8
c6va,female,54 64,20.2
c880,female,54 64,12.2
c9yv,female,54 64,15
cahd,female,54 64,15.3
cdb7,female,54 64,13.1
cfjz,female,54 64,17.7
cgc6,female,54 64,11.8
chz5,female,54 64,12.9
cj79,female,54 64,14.8
ck0w,female,54 64,11.9
cmlm,female,54 64,12
co0f,female,54 64,18.3
cp8o,female,54 64,15.9
cppv,female,54 64,14.4
cqf4,female,54 64,19.6
csqz,female,54 64,12.3
ctgk,female,54 64,15.9
cuaw,female,54 64,15.3
cvvs,female,54 64,13
cxgj,female,54 64,10.6
cy5z,female,54 64,16.3
czim,female,54 64,14
d0pe,female,54 64,13.7
d404,female,54 64,13.6
d5gf,female,54 64,15.3
d6jw,female,54 64,11.9
d7sv,female,54 64,17.7
d8ix,female,54 64,15.7
dadp,female,54 64,13.8
dcsx,female,54 64,14.3
dfiq,female,54 64,14.9
dgmp,female,54 64,12.2
dios,female,54 64,14.1
dk4o,female,54 64,16
dkob,female,54 64,16.1
dmpa,female,54 64,14.4
dpol,female,54 64,17.2
drkp,female,54 64,11.1
dt0j,female,54 64,15
du43,female,54 64,13.1
dwti,female,54 64,13.3
dydn,female,54 64,16.7
e0f1,female,54 64,17
e0pd,female,54 64,11.7
e1fb,female,54 64,14.3
e4a8,female,54 64,13.2
e52w,female,54 64,16.3
e5t2,female,54 64,15.7
e6np,female,54 64,16.7
e8f4,female,54 64,17.1
e9m2,female,54 64,14.1
ecw1,female,54 64,14.3
ef35,female,54 64,19.9
egfd,female,54 64,12.1
eh72,female,54 64,17.9
eiwq,female,54 64,18.4
ejc6,female,54 64,13.4
ek3z,female,54 64,17
el1t,female,54 64,15.9
enjm,female,54 64,13.9
ep74,female,54 64,16.5
eq4b,female,54 64,14.8
ereg,female,54 64,17.7
esug,female,54 64,12.8
euds,female,54 64,17.8
evdp,female,54 64,12.4
ew0j,female,54 64,14.2
eymq,female,54 64,14.8
f0vk,female,54 64,16
f3o7,female,54 64,13.4
f4hz,female,54 64,13.9
f5cw,female,54 64,12.4
f5nh,female,54 64,14.4
f72m,female,54 64,13.4
f81g,female,54 64,16.2
fata,female,54 64,16.5
fbzr,female,54 64,12.9
fg62,female,54 64,16.1
fhiw,female,54 64,14.8
fibh,female,54 64,19
fl4o,female,54 64,13.3
flu1,female,54 64,16
fmnx,female,54 64,16.9
fnv0,female,54 64,15.8
fold,female,54 64,15.3
fpbz,female,54 64,12.6
fr18,female,54 64,15.4
ft06,female,54 64,16.3
fvbe,female,54 64,17.2
fwio,female,54 64,15.8
fyds,female,54 64,17.3
fzot,female,54 64,17.1
g0wu,female,54 64,12.2
g1v3,female,54 64,15.5
g3ee,female,54 64,12.1
g4mo,female,54 64,14.5
g54o,female,54 64,13.2
g65m,female,54 64,16.4
g84n,female,54 64,16.5
g90q,female,54 64,15.4
gaf5,female,54 64,16
gbas,female,54 64,15.1
gc7a,female,54 64,14.4
gdrb,female,54 64,14.6
gi5g,female,54 64,15.2
gjwr,female,54 64,17.2
gnfi,female,54 64,15
gqv5,female,54 64,12.4
gss3,female,54 64,18.7
gt2j,female,54 64,14.5
gv8h,female,54 64,12.2
gva4,female,54 64,15.4
gx53,female,54 64,18.6
gxy4,female,54 64,17.7
gymf,female,54 64,11.8
gzzp,female,54 64,19
h2sq,female,54 64,10.9
h54i,female,54 64,17.8
h60i,female,54 64,14.7
h66i,female,54 64,9.5
h72t,female,54 64,14.7
haae,female,54 64,17.3
hba9,female,54 64,15.3
hcwy,female,54 64,15.2
hdxl,female,54 64,13.5
hg18,female,54 64,13.2
hg7j,female,54 64,15.7
hi1m,female,54 64,16.9
hjx1,female,54 64,13.4
hkhx,female,54 64,17.4
hl15,female,54 64,14.6
homr,female,54 64,14.3
hq5j,female,54 64,15.9
hw3z,female,54 64,14.1
i15c,female,54 64,15.5
i2yy,female,54 64,13.6
i4wh,female,54 64,14.9
i5s9,female,54 64,13.8
if19,female,54 64,16
ih9x,female,54 64,12.3
ijnv,female,54 64,15.7
ikcz,female,54 64,15.4
isrq,female,54 64,12.8
itne,female,54 64,15
ivks,female,54 64,10.7
iwlg,female,54 64,16.4
ixc4,female,54 64,13.7
iyct,female,54 64,16.7
j0dg,female,54 64,15.9
j0o8,female,54 64,18.5
j1b8,female,54 64,11.1
j2b1,female,54 64,14.6
j4e9,female,54 64,13.2
j5mr,female,54 64,13.4
j9lj,female,54 64,17.3
ja17,female,54 64,11.6
jbg1,female,54 64,14.2
jcr3,female,54 64,14.6
jezf,female,54 64,15.2
jfa6,female,54 64,14.1
jgpk,female,54 64,15.7
jiud,female,54 64,14.2
jjv2,female,54 64,16.4
jltu,female,54 64,13.6
jmyj,female,54 64,16.8
jnqb,female,54 64,12.5
jocv,female,54 64,15.7
jqg8,female,54 64,12.5
jsom,female,54 64,17.8
jtgx,female,54 64,12.8
ju16,female,54 64,13.7
junl,female,54 64,14.7
3rp,male,54 64,14.1
75d,male,54 64,15.2
7qu,male,54 64,14.4
9l1,male,54 64,12.7
c3j,male,54 64,10.5
eoi,male,54 64,9.9
g0i,male,54 64,17.7
gy4,male,54 64,17
h13,male,54 64,15.7
igq,male,54 64,14.3
j5h,male,54 64,21.2
kj0,male,54 64,13
kv2,male,54 64,13.2
ltr,male,54 64,16
muo,male,54 64,13.2
nms,male,54 64,10
ogm,male,54 64,11.2
rre,male,54 64,16.9
rsp,male,54 64,8.6
snb,male,54 64,15.3
vee,male,54 64,12.8
xbu,male,54 64,19.8
z24,male,54 64,13.7
10a9,male,54 64,11.5
11sa,male,54 64,19.6
125j,male,54 64,11.9
130j,male,54 64,15.5
14jq,male,54 64,14.4
15gw,male,54 64,13.6
17qy,male,54 64,16.1
18wj,male,54 64,11.8
1br7,male,54 64,10.8
1cl6,male,54 64,19.1
1ctu,male,54 64,18.2
1f8i,male,54 64,13.2
1h7e,male,54 64,18.4
1i82,male,54 64,19.3
1jat,male,54 64,11
1l5e,male,54 64,12.5
1mds,male,54 64,17.1
1nti,male,54 64,14.9
1o6r,male,54 64,15.5
1p05,male,54 64,13.7
1qjv,male,54 64,7.5
1rl9,male,54 64,12.2
1tha,male,54 64,13.2
1vj8,male,54 64,15.8
1wie,male,54 64,17.5
1ws8,male,54 64,16.4
1yk2,male,54 64,19.4
22fb,male,54 64,16.9
23tg,male,54 64,16
2774,male,54 64,16.8
27j9,male,54 64,12.3
28wt,male,54 64,13.2
2c3m,male,54 64,19.3
2cit,male,54 64,14.8
2dh5,male,54 64,14.2
2e2e,male,54 64,15.7
2g2g,male,54 64,20.1
2l2p,male,54 64,20.1
2n94,male,54 64,14.9
2qdv,male,54 64,14.6
2qto,male,54 64,12.9
2s3r,male,54 64,14.7
2svk,male,54 64,12.9
2ti2,male,54 64,17.3
2u5n,male,54 64,14.5
2w9l,male,54 64,18.3
2x8q,male,54 64,14.7
2yry,male,54 64,17.6
2zl5,male,54 64,14.4
30ub,male,54 64,15.1
31s4,male,54 64,15.6
3327,male,54 64,21.9
36zy,male,54 64,19.3
38d3,male,54 64,15.5
38mg,male,54 64,12.8
3cu3,male,54 64,12.9
3eus,male,54 64,16.1
3fz6,male,54 64,11
3gky,male,54 64,13.5
3igj,male,54 64,12.5
3jgn,male,54 64,15.1
3lu7,male,54 64,16.4
3nnk,male,54 64,14.4
3pyf,male,54 64,16.3
3qvq,male,54 64,19.1
3tm9,male,54 64,14.9
3upb,male,54 64,13.2
3xcw,male,54 64,17.2
3zaa,male,54 64,13.6
408c,male,54 64,15.5
40at,male,54 64,14.1
41wz,male,54 64,15.2
42ut,male,54 64,18.3
4412,male,54 64,15.4
44ev,male,54 64,21
45eh,male,54 64,15.8
469z,male,54 64,13.3
48uy,male,54 64,18.2
4a99,male,54 64,19.2
4c8o,male,54 64,20.9
4fjt,male,54 64,12.7
4gp6,male,54 64,17.3
4hl0,male,54 64,15.8
4idu,male,54 64,14.7
4jbb,male,54 64,18.4
4kau,male,54 64,15.4
4kmy,male,54 64,10.2
4lq0,male,54 64,14.4
4m5q,male,54 64,14.1
4muk,male,54 64,15.1
4rn1,male,54 64,17.9
4sn7,male,54 64,14.9
4t31,male,54 64,16.8
4uxl,male,54 64,16.9
4x5v,male,54 64,15.4
4xsk,male,54 64,16.8
50cn,male,54 64,17.8
51hi,male,54 64,10.7
52s7,male,54 64,13.3
52zu,male,54 64,13.9
54qe,male,54 64,16.7
55in,male,54 64,20
57o9,male,54 64,13.6
58dn,male,54 64,11.4
59b2,male,54 64,20.5
5adn,male,54 64,11.5
5aoy,male,54 64,19
5c40,male,54 64,16.8
5crp,male,54 64,12.2
5dfj,male,54 64,17.8
5dso,male,54 64,15.7
5j8k,male,54 64,10.6
5k2v,male,54 64,10.5
5la9,male,54 64,15
5lpj,male,54 64,11.9
5q32,male,54 64,16.8
5r6a,male,54 64,16.5
5rnu,male,54 64,17.3
5swi,male,54 64,14.8
5vsn,male,54 64,13.2
5we1,male,54 64,15
5xn4,male,54 64,14
5ypy,male,54 64,17.1
61e1,male,54 64,15.9
627y,male,54 64,18.8
63t7,male,54 64,16
64qd,male,54 64,17.2
65gz,male,54 64,17.3
66sf,male,54 64,17.3
67qu,male,54 64,13.4
69vk,male,54 64,10
6aud,male,54 64,19.2
6cur,male,54 64,6.8
6dn4,male,54 64,15.7
6eqx,male,54 64,12.9
6h5v,male,54 64,16.4
6m31,male,54 64,9.8
6mu7,male,54 64,16.7
6phu,male,54 64,16
6szr,male,54 64,15.2
6tq5,male,54 64,20.7
6w2r,male,54 64,13.4
6yf0,male,54 64,23.5
6z53,male,54 64,15.3
6zrl,male,54 64,13.1
7106,male,54 64,14.1
728p,male,54 64,18.1
72xv,male,54 64,17.9
74j9,male,54 64,9.5
756u,male,54 64,19.6
76hs,male,54 64,9
787r,male,54 64,12.8
794q,male,54 64,9
7a1g,male,54 64,15.6
7d63,male,54 64,12.1
7e60,male,54 64,21.5
7fmv,male,54 64,16.2
7gjp,male,54 64,10.2
7hf8,male,54 64,20.6
7mb4,male,54 64,18.1
7ols,male,54 64,12.6
7qrd,male,54 64,14.2
7rmi,male,54 64,16.9
7skl,male,54 64,17.6
7ubc,male,54 64,13.7
7uwg,male,54 64,13.2
7vtc,male,54 64,17.7
7wo7,male,54 64,12.4
7x9g,male,54 64,17.3
7y7t,male,54 64,17.8
7yxs,male,54 64,13.8
80gp,male,54 64,16.8
814b,male,54 64,18.1
831a,male,54 64,16.7
84ar,male,54 64,13.8
84p6,male,54 64,12.1
8583,male,54 64,13.2
866l,male,54 64,16
88su,male,54 64,10.3
8b99,male,54 64,18.3
8blw,male,54 64,17.8
8cqw,male,54 64,15.4
8ddx,male,54 64,18.8
8fzv,male,54 64,11.5
8gh1,male,54 64,14.2
8ihx,male,54 64,17.9
8kdh,male,54 64,15.3
8luc,male,54 64,10.7
8mah,male,54 64,17.8
8of5,male,54 64,13
8pcu,male,54 64,17.2
8qg4,male,54 64,12.3
8s25,male,54 64,16.5
8spb,male,54 64,18.3
8tmn,male,54 64,18.4
8u77,male,54 64,17.1
8w2k,male,54 64,13.2
8wfs,male,54 64,15.3
8xe5,male,54 64,12.7
8zhe,male,54 64,15.7
904k,male,54 64,15.1
933g,male,54 64,15.2
94g5,male,54 64,18.8
9bgu,male,54 64,15.3
9cc4,male,54 64,17.5
